parent_id,vertex_id,azimuth,touch_id,side
"37","150",146.667707485818,"39",SE
"37","150",326.667707485818,"50",NO
"37","151",146.667707485818,"39",SE
"37","151",326.667707485818,"50",NO
"37","152",141.804157309074,"39",SE
"37","152",321.804157309074,"50",NO
"37","153",136.940607132407,"39",SE
"37","153",316.940607132407,"50",NO
"37","154",131.209372740406,"39",SE
"37","154",311.209372740406,"50",NO
"37","155",125.478138348328,"39",SE
"37","155",305.478138348328,"50",NO
"37","156",125.478138351902,"39",SE
"37","156",305.478138351902,"50",NO
"37","157",125.478138351902,"39",SE
"37","157",305.478138351902,"50",NO
"37","158",125.478138348328,"39",SE
"37","158",305.478138348328,"50",NO
"37","159",133.908832803013,"39",SE
"37","159",313.908832803013,"50",NO
"37","160",142.339527257698,"39",SE
"37","160",322.339527257698,"50",NO
"37","161",142.339527257698,"39",SE
"37","161",322.339527257698,"50",NO
"37","162",137.335283961844,"39",SE
"37","162",317.335283961844,"50",NO
"37","163",132.331040665989,"39",SE
"37","163",312.331040665989,"50",NO
"37","164",141.188592473541,"39",SE
"37","164",321.188592473541,"50",NO
"37","165",150.046144281092,"39",SE
"37","165",330.046144281092,"50",NO
"37","166",160.930204928205,"39",S
"37","166",340.930204928205,"50",N
"37","167",171.814265581032,"39",S
"37","167",351.814265581032,"34",N
"37","168",171.814265581019,"39",S
"37","168",351.814265581019,"36",N
"37","169",171.814265581019,"39",S
"37","169",351.814265581019,"36",N
"37","170",165.013080979997,"39",S
"37","170",345.013080979997,"36",N
"37","171",158.211896379179,"39",S
"37","171",338.211896379179,"36",N
"37","172",158.211896379216,"39",S
"37","172",338.211896379216,"36",N
"37","173",158.211896379216,"39",S
"37","173",338.211896379216,"36",N
"37","174",158.211896379179,"39",S
"37","174",338.211896379179,"36",N
"37","175",162.297268997069,"39",S
"37","175",342.297268997069,"36",N
"37","176",166.382641613611,"39",S
"37","176",346.382641613611,"36",N
"37","177",166.382641613611,"39",S
"37","177",346.382641613611,"36",N
"37","178",172.790595455529,"39",S
"37","178",352.790595455529,"36",N
"37","179",179.19854929017,"39",S
"37","179",359.19854929017,"36",N
"37","180",179.19854929017,"39",S
"37","180",359.19854929017,"36",N
"37","181",179.19854929017,"39",S
"37","181",359.19854929017,"36",N
"37","182",179.19854929017,"39",S
"37","182",359.19854929017,"36",N
"37","183",184.238411665934,"39",S
"37","183",4.23841166593398,"36",N
"37","184",189.278274047697,"39",S
"37","184",9.27827404769708,"36",N
"37","185",189.278274047697,"39",S
"37","185",9.27827404769708,"36",N
"37","186",189.278274041698,"39",S
"37","186",9.2782740416981,"36",N
"37","187",195.920042766262,"39",S
"37","187",15.9200427662623,"36",N
"37","188",202.561811490792,"39",SO
"37","188",22.5618114907916,"36",NE
"37","189",202.561811485404,"39",SO
"37","189",22.5618114854044,"36",NE
"37","190",202.561811485404,"39",SO
"37","190",22.5618114854044,"36",NE
"37","191",202.561811490792,"39",SO
"37","191",22.5618114907916,"36",NE
"37","192",205.11594274583,"39",SO
"37","192",25.1159427458304,"36",NE
"37","193",207.670074000878,"39",SO
"37","193",27.6700740008777,"-1",NE
"37","194",207.670074000878,"39",SO
"37","194",27.6700740008777,"45",NE
"37","195",201.571027716817,"39",S
"37","195",21.5710277168168,"45",N
"37","196",195.471981432799,"39",S
"37","196",15.4719814327993,"45",N
"37","197",191.24682775531,"39",S
"37","197",11.24682775531,"45",N
"37","198",187.021674085772,"39",S
"37","198",7.02167408577201,"45",N
"37","199",187.021674085772,"39",S
"37","199",7.02167408577201,"45",N
"37","200",193.762111394453,"39",S
"37","200",13.7621113944525,"45",N
"37","201",207.300809992198,"39",SO
"37","201",27.3008099921979,"45",NE
"37","202",214.099071277867,"39",SO
"37","202",34.0990712778671,"45",NE
"37","203",214.099071277867,"39",SO
"37","203",34.0990712778671,"45",NE
"37","204",210.112605423946,"39",SO
"37","204",30.1126054239464,"45",NE
"37","205",206.126139574581,"39",SO
"37","205",26.1261395745813,"45",NE
"37","206",206.126139574581,"39",SO
"37","206",26.1261395745813,"45",NE
"37","207",209.813693546338,"39",SO
"37","207",29.8136935463381,"45",NE
"37","208",213.501247523684,"39",SO
"37","208",33.5012475236844,"45",NE
"37","209",213.501247523684,"39",SO
"37","209",33.5012475236844,"45",NE
"37","210",204.670791971343,"39",SO
"37","210",24.6707919713435,"45",NE
"37","211",195.840336434208,"39",S
"37","211",15.8403364342085,"45",N
"37","212",185.750343198012,"39",S
"37","212",5.75034319801185,"45",N
"37","213",175.660349959459,"39",S
"37","213",355.660349959459,"45",N
"37","214",175.660349959459,"39",S
"37","214",355.660349959459,"45",N
"37","215",185.774600679824,"39",S
"37","215",5.77460067982437,"45",N
"37","216",213.807997354974,"39",SO
"37","216",33.8079973549738,"45",NE
"37","217",237.869869591632,"39",SO
"37","217",57.8698695916319,"45",NE
"37","218",244.012595880659,"39",SO
"37","218",64.0125958806587,"-1",NE
"37","219",244.012595880659,"39",SO
"37","219",64.0125958806587,"-1",NE
"37","220",236.126211867793,"39",SO
"37","220",56.1262118677935,"-1",NE
"37","221",228.239827854821,"39",SO
"37","221",48.2398278548206,"-1",NE
"37","222",217.289401711697,"39",SO
"37","222",37.289401711697,"45",NE
"37","223",206.338975568573,"39",SO
"37","223",26.3389755685733,"45",NE
"37","224",206.338975562815,"39",SO
"37","224",26.3389755628152,"45",NE
"37","225",206.338975562815,"39",SO
"37","225",26.3389755628152,"-1",NE
"37","226",206.338975568573,"39",SO
"37","226",26.3389755685733,"-1",NE
"37","227",201.716410513247,"39",S
"37","227",21.7164105132474,"-1",N
"37","228",197.093845452114,"39",S
"37","228",17.0938454521138,"-1",N
"37","229",197.093845452114,"39",S
"37","229",17.0938454521138,"-1",N
"37","230",197.093845457921,"39",S
"37","230",17.0938454579214,"-1",N
"39","1",29.9006740380715,"41",NE
"39","1",209.900674038072,"-1",SO
"39","2",29.9006740380715,"41",NE
"39","2",209.900674038072,"-1",SO
"39","3",22.1231393846261,"41",N
"39","3",202.123139384626,"-1",S
"39","4",14.3456047228717,"41",N
"39","4",194.345604722872,"-1",S
"39","5",6.82145529302682,"41",N
"39","5",186.821455293027,"-1",S
"39","6",359.297305871491,"41",N
"39","6",179.297305871491,"-1",S
"39","7",355.364276989534,"41",N
"39","7",175.364276989534,"-1",S
"39","8",351.431248107577,"41",N
"39","8",171.431248107577,"-1",S
"39","9",351.431248107577,"41",N
"39","9",171.431248107577,"-1",S
"39","10",351.431248107577,"41",N
"39","10",171.431248107577,"-1",S
"39","11",357.455602292531,"41",N
"39","11",177.455602292531,"-1",S
"39","12",3.47995647749087,"41",N
"39","12",183.479956477491,"-1",S
"39","13",3.47995647749087,"41",N
"39","13",183.479956477491,"-1",S
"39","14",3.47995647749087,"41",N
"39","14",183.479956477491,"-1",S
"39","15",3.47995647749087,"41",N
"39","15",183.479956477491,"-1",S
"39","16",4.96958312577868,"41",N
"39","16",184.969583125779,"-1",S
"39","17",6.45920977999049,"41",N
"39","17",186.45920977999,"-1",S
"39","18",6.45920977999049,"41",N
"39","18",186.45920977999,"37",S
"39","19",6.45920977999049,"41",N
"39","19",186.45920977999,"37",S
"39","20",6.45920977999049,"41",N
"39","20",186.45920977999,"37",S
"39","21",2.24883081475309,"41",N
"39","21",182.248830814753,"37",S
"39","22",358.038451863362,"41",N
"39","22",178.038451863362,"37",S
"39","23",349.277524720637,"41",N
"39","23",169.277524720637,"37",S
"39","24",340.516597569985,"41",N
"39","24",160.516597569985,"37",S
"39","25",340.516597569985,"41",N
"39","25",160.516597569985,"37",S
"39","26",340.516597564337,"41",N
"39","26",160.516597564337,"37",S
"39","27",340.516597564337,"41",N
"39","27",160.516597564337,"37",S
"39","28",340.516597569985,"41",N
"39","28",160.516597569985,"37",S
"39","29",336.584583115868,"41",NO
"39","29",156.584583115868,"37",SE
"39","30",332.65256866175,"41",NO
"39","30",152.65256866175,"37",SE
"39","31",336.102668109234,"41",NO
"39","31",156.102668109234,"37",SE
"39","32",339.552767564222,"41",N
"39","32",159.552767564222,"37",S
"39","33",339.552767564222,"41",N
"39","33",159.552767564222,"37",S
"39","34",346.401685461219,"41",N
"39","34",166.401685461219,"37",S
"39","35",353.250603358674,"41",N
"39","35",173.250603358674,"37",S
"39","36",353.250603358674,"41",N
"39","36",173.250603358674,"37",S
"39","37",353.250603358674,"41",N
"39","37",173.250603358674,"37",S
"39","38",348.459181831538,"41",N
"39","38",168.459181831538,"37",S
"39","39",343.667760311404,"41",N
"39","39",163.667760311404,"37",S
"39","40",334.308578625288,"41",NO
"39","40",154.308578625288,"37",SE
"39","41",324.949396932537,"-1",NO
"39","41",144.949396932537,"37",SE
"39","42",317.362757111908,"-1",NO
"39","42",137.362757111908,"37",SE
"39","43",309.776117297872,"-1",NO
"39","43",129.776117297873,"37",SE
"39","44",309.776117297872,"-1",NO
"39","44",129.776117297873,"37",SE
"39","45",321.642988093838,"-1",NO
"39","45",141.642988093838,"37",SE
"39","46",333.509858894966,"-1",NO
"39","46",153.509858894966,"37",SE
"39","47",341.405745207247,"-1",N
"39","47",161.405745207247,"37",S
"39","48",349.301631520405,"41",N
"39","48",169.301631520405,"37",S
"39","49",349.301631520405,"-1",N
"39","49",169.301631520405,"37",S
"39","50",342.5541008411,"-1",N
"39","50",162.5541008411,"37",S
"39","51",335.806570167879,"-1",NO
"39","51",155.806570167879,"37",SE
"39","52",335.806570167879,"-1",NO
"39","52",155.806570167879,"37",SE
"39","53",339.134640346529,"-1",N
"39","53",159.134640346529,"37",S
"39","54",342.462710519745,"-1",N
"39","54",162.462710519745,"37",S
"39","55",342.462710519745,"-1",N
"39","55",162.462710519745,"37",S
"39","56",349.759176855979,"-1",N
"39","56",169.759176855979,"37",S
"39","57",357.055643192858,"-1",N
"39","57",177.055643192858,"37",S
"39","58",357.055643192858,"-1",N
"39","58",177.055643192858,"37",S
"39","59",2.99655205310415,"-1",N
"39","59",182.996552053104,"37",S
"39","60",8.93746091166946,"-1",N
"39","60",188.937460911669,"37",S
"39","61",23.5143227986138,"-1",NE
"39","61",203.514322798614,"37",SO
"39","62",47.8259716307851,"-1",NE
"39","62",227.825971630785,"37",SO
"39","63",62.0142359748764,"-1",NE
"39","63",242.014235974876,"37",SO
"39","64",66.4677133790985,"-1",NE
"39","64",246.467713379099,"37",SO
"39","65",66.4677133790985,"-1",NE
"39","65",246.467713379099,"37",SO
"39","66",66.4677133813746,"-1",NE
"39","66",246.467713381375,"37",SO
"39","67",66.4677133790138,"-1",NE
"39","67",246.467713379014,"37",SO
"39","68",66.4677133790985,"-1",NE
"39","68",246.467713379099,"37",SO
"39","69",73.0099614128089,"-1",L
"39","69",253.009961412809,"37",O
"39","70",79.5522094442805,"-1",L
"39","70",259.552209444281,"37",O
"39","71",79.5522094442805,"-1",L
"39","71",259.552209444281,"37",O
"39","72",82.711031806869,"-1",L
"39","72",262.711031806869,"37",O
"39","73",85.8698541694728,"-1",L
"39","73",265.869854169473,"37",O
"39","74",85.8698541694728,"-1",L
"39","74",265.869854169473,"37",O
"39","75",77.3411478216655,"-1",L
"39","75",257.341147821666,"37",O
"39","76",68.8124414713522,"41",L
"39","76",248.812441471352,"37",O
"39","77",68.8124414713522,"41",L
"39","77",248.812441471352,"37",O
"39","78",73.0352574362277,"41",L
"39","78",253.035257436228,"37",O
"39","79",77.2580733988045,"41",L
"39","79",257.258073398805,"37",O
"39","80",77.2580733973476,"41",L
"39","80",257.258073397348,"37",O
"39","81",77.2580733973476,"41",L
"39","81",257.258073397348,"37",O
"39","82",77.2580733988045,"41",L
"39","82",257.258073398805,"37",O
"39","83",73.5932803048977,"41",L
"39","83",253.593280304898,"37",O
"39","84",69.928487209148,"41",L
"39","84",249.928487209148,"37",O
"39","85",69.9284872092311,"41",L
"39","85",249.928487209231,"37",O
"39","86",69.9284872092311,"41",L
"39","86",249.928487209231,"37",O
"39","87",69.928487209148,"41",L
"39","87",249.928487209148,"37",O
"39","88",67.0552654573386,"41",NE
"39","88",247.055265457339,"37",SO
"39","89",64.1820437035014,"41",NE
"39","89",244.182043703501,"37",SO
"39","90",64.18204370089,"41",NE
"39","90",244.18204370089,"37",SO
"39","91",64.18204370089,"41",NE
"39","91",244.18204370089,"37",SO
"39","92",64.1820437035014,"41",NE
"39","92",244.182043703501,"37",SO
"39","93",64.18204370089,"41",NE
"39","93",244.18204370089,"37",SO
"39","94",64.18204370089,"41",NE
"39","94",244.18204370089,"37",SO
"39","95",64.1820437035014,"41",NE
"39","95",244.182043703501,"37",SO
"39","96",71.9033499876462,"41",L
"39","96",251.903349987646,"37",O
"39","97",88.5883487798131,"41",L
"39","97",268.588348779813,"37",O
"39","98",108.589776813936,"41",L
"39","98",288.589776813936,"37",O
"39","99",119.627512337054,"41",SE
"39","99",299.627512337054,"37",NO
"39","100",119.627512337054,"41",SE
"39","100",299.627512337054,"37",NO
"39","101",113.23938487895,"41",SE
"39","101",293.23938487895,"37",NO
"39","102",106.851257417778,"41",L
"39","102",286.851257417778,"37",O
"39","103",106.851257417778,"41",L
"39","103",286.851257417778,"37",O
"39","104",112.02700659454,"41",L
"39","104",292.02700659454,"37",O
"39","105",117.202755771302,"41",SE
"39","105",297.202755771302,"37",NO
"39","106",117.202755768508,"41",SE
"39","106",297.202755768508,"37",NO
"39","107",117.202755768508,"41",SE
"39","107",297.202755768508,"37",NO
"39","108",117.202755771302,"41",SE
"39","108",297.202755771302,"37",NO
"39","109",117.202755771302,"41",SE
"39","109",297.202755771302,"37",NO
"39","110",121.484647453417,"41",SE
"39","110",301.484647453417,"37",NO
"39","111",125.766539139333,"41",SE
"39","111",305.766539139333,"37",NO
"39","112",125.766539139251,"41",SE
"39","112",305.766539139251,"37",NO
"39","113",125.766539139251,"41",SE
"39","113",305.766539139251,"37",NO
"39","114",125.766539139333,"41",SE
"39","114",305.766539139333,"37",NO
"39","115",117.869497941134,"41",SE
"39","115",297.869497941134,"37",NO
"39","116",109.972456746736,"41",L
"39","116",289.972456746736,"37",O
"39","117",103.970412040254,"41",L
"39","117",283.970412040254,"37",O
"39","118",97.968367332941,"41",L
"39","118",277.968367332941,"37",O
"39","119",97.968367332941,"41",L
"39","119",277.968367332941,"37",O
"39","120",106.113137438018,"41",L
"39","120",286.113137438018,"37",O
"39","121",114.257907545154,"41",SE
"39","121",294.257907545154,"37",NO
"39","122",114.257907545254,"41",SE
"39","122",294.257907545254,"37",NO
"39","123",114.257907542365,"41",SE
"39","123",294.257907542365,"37",NO
"39","124",121.870901228903,"41",SE
"39","124",301.870901228903,"37",NO
"39","125",137.132812557412,"41",SE
"39","125",317.132812557412,"37",NO
"39","126",144.781730204056,"41",SE
"39","126",324.781730204056,"37",NO
"39","127",144.781730204056,"41",SE
"39","127",324.781730204056,"37",NO
"39","128",134.234393332994,"41",SE
"39","128",314.234393332994,"37",NO
"39","129",123.687056466774,"41",SE
"39","129",303.687056466774,"37",NO
"39","130",123.687056466774,"41",SE
"39","130",303.687056466774,"37",NO
"39","131",123.687056466705,"41",SE
"39","131",303.687056466705,"37",NO
"39","132",136.657895349747,"41",SE
"39","132",316.657895349747,"37",NO
"39","133",149.628734232746,"41",SE
"39","133",329.628734232746,"37",NO
"39","134",149.628734232746,"41",SE
"39","134",329.628734232746,"37",NO
"39","135",145.926981481902,"41",SE
"39","135",325.926981481902,"37",NO
"39","136",142.225228731015,"41",SE
"39","136",322.225228731015,"37",NO
"39","137",142.225228731015,"41",SE
"39","137",322.225228731015,"37",NO
"39","138",150.7115714553,"41",SE
"39","138",330.7115714553,"37",NO
"39","139",159.197914179585,"41",S
"39","139",339.197914179585,"37",N
"39","140",159.197914179585,"41",S
"39","140",339.197914179585,"37",N
"39","141",154.88169096521,"41",SE
"39","141",334.88169096521,"37",NO
"39","142",150.56546774599,"41",SE
"39","142",330.56546774599,"37",NO
"39","143",150.56546774599,"41",SE
"39","143",330.56546774599,"37",NO
"39","144",157.07611929497,"41",SE
"39","144",337.07611929497,"37",NO
"39","145",163.586770847002,"41",S
"39","145",343.586770847002,"37",N
"39","146",159.036058070972,"41",S
"39","146",339.036058070972,"37",N
"39","147",154.485345287047,"41",SE
"39","147",334.485345287047,"37",NO
"39","148",154.485345287047,"41",SE
"39","148",334.485345287047,"37",NO
"39","149",157.213543415326,"41",SE
"39","149",337.213543415326,"37",NO
"39","150",159.941741543605,"41",S
"39","150",339.941741543605,"37",N
"39","151",159.941741543638,"41",S
"39","151",339.941741543638,"37",N
"39","152",159.941741543638,"41",S
"39","152",339.941741543638,"37",N
"39","153",167.079215695548,"41",S
"39","153",347.079215695548,"37",N
"39","154",179.526591996296,"41",S
"39","154",359.526591996296,"37",N
"39","155",184.836494145109,"41",S
"39","155",4.83649414510924,"37",N
"39","156",184.836494145109,"41",S
"39","156",4.83649414510924,"37",N
"39","157",189.11051221985,"41",S
"39","157",9.11051221984982,"37",N
"39","158",193.384530294599,"41",S
"39","158",13.3845302945992,"37",N
"39","159",193.384530294599,"41",S
"39","159",13.3845302945992,"37",N
"39","160",193.384530294599,"41",S
"39","160",13.3845302945992,"37",N
"39","161",185.726356588747,"41",S
"39","161",5.72635658874736,"37",N
"39","162",178.068182890232,"41",S
"39","162",358.068182890232,"37",N
"39","163",178.068182890232,"41",S
"39","163",358.068182890232,"37",N
"39","164",181.701394754214,"41",S
"39","164",1.70139475421379,"37",N
"39","165",185.334606625523,"41",S
"39","165",5.33460662552275,"37",N
"39","166",185.334606631894,"41",S
"39","166",5.3346066318941,"37",N
"39","167",185.334606631894,"41",S
"39","167",5.3346066318941,"37",N
"39","168",190.304626507759,"41",S
"39","168",10.3046265077592,"37",N
"39","169",195.27464638347,"41",S
"39","169",15.2746463834701,"37",N
"39","170",195.274646383442,"41",S
"39","170",15.2746463834423,"37",N
"39","171",195.274646389977,"41",S
"39","171",15.2746463899771,"37",N
"39","172",192.898937101893,"41",S
"39","172",12.8989371018931,"37",N
"39","173",190.523227813781,"41",S
"39","173",10.5232278137812,"37",N
"39","174",190.523227813781,"41",S
"39","174",10.5232278137812,"37",N
"39","175",195.05400174017,"41",S
"39","175",15.0540017401697,"37",N
"39","176",199.584775661075,"41",S
"39","176",19.584775661075,"37",N
"39","177",199.584775661075,"41",S
"39","177",19.584775661075,"37",N
"39","178",199.584775661075,"41",S
"39","178",19.584775661075,"37",N
"39","179",195.322917927953,"41",S
"39","179",15.3229179279535,"37",N
"39","180",191.061060200315,"41",S
"39","180",11.0610602003152,"37",N
"39","181",191.061060200332,"41",S
"39","181",11.0610602003322,"37",N
"39","182",191.061060200332,"41",S
"39","182",11.0610602003322,"37",N
"39","183",191.061060200315,"41",S
"39","183",11.0610602003152,"37",N
"39","184",194.562136007096,"41",S
"39","184",14.5621360070955,"37",N
"39","185",198.063211806553,"41",S
"39","185",18.0632118065533,"37",N
"39","186",198.063211806553,"41",S
"39","186",18.0632118065533,"37",N
"39","187",193.159279775482,"41",S
"39","187",13.1592797754824,"37",N
"39","188",188.255347737105,"41",S
"39","188",8.25534773710497,"37",N
"39","189",188.255347737105,"41",S
"39","189",8.25534773710497,"37",N
"39","190",197.830020772152,"41",S
"39","190",17.8300207721518,"37",N
"39","191",207.404693800513,"41",SO
"39","191",27.4046938005135,"37",NE
"39","192",207.404693800513,"41",SO
"39","192",27.4046938005135,"37",NE
"39","193",218.89852686877,"41",SO
"39","193",38.8985268687701,"37",NE
"39","194",230.39235992667,"41",SO
"39","194",50.3923599266698,"37",NE
"39","195",230.392359926739,"41",SO
"39","195",50.3923599267388,"37",NE
"39","196",230.392359930394,"41",SO
"39","196",50.3923599303944,"37",NE
"39","197",224.627340392741,"41",SO
"39","197",44.6273403927406,"37",NE
"39","198",218.862320862563,"41",SO
"39","198",38.8623208625635,"37",NE
"39","199",210.285289883957,"41",SO
"39","199",30.2852898839572,"37",NE
"39","200",201.70825890341,"41",S
"39","200",21.7082589034104,"37",N
"39","201",201.70825890341,"41",S
"39","201",21.7082589034104,"37",N
"39","202",206.021104218719,"41",SO
"39","202",26.0211042187192,"37",NE
"39","203",210.333949544289,"41",SO
"39","203",30.3339495442893,"37",NE
"39","204",210.333949544289,"41",SO
"39","204",30.3339495442893,"-1",NE
"39","205",202.439541654048,"41",S
"39","205",22.4395416540479,"-1",N
"39","206",194.545133763333,"41",S
"39","206",14.5451337633331,"-1",N
"39","207",200.157414891425,"41",S
"39","207",20.1574148914246,"-1",N
"39","208",205.769696019221,"41",SO
"39","208",25.7696960192211,"-1",NE
"39","209",196.37620136314,"41",S
"39","209",16.37620136314,"-1",N
"39","210",186.982706712621,"41",S
"39","210",6.98270671262144,"-1",N
"40","1",228.762890196133,"45",SO
"40","1",48.762890196133,"-1",NE
"40","2",228.762890191753,"45",SO
"40","2",48.7628901917533,"-1",NE
"40","3",228.762890191675,"45",SO
"40","3",48.7628901916752,"-1",NE
"40","4",228.762890196055,"45",SO
"40","4",48.7628901960549,"-1",NE
"40","5",215.874939053512,"45",SO
"40","5",35.8749390535118,"-1",NE
"40","6",202.986987910949,"45",SO
"40","6",22.9869879109491,"-1",NE
"40","7",191.030503967139,"45",S
"40","7",11.030503967139,"-1",N
"40","8",179.074020023269,"45",S
"40","8",359.074020023269,"-1",N
"40","9",188.942878982254,"45",S
"40","9",8.94287898225386,"-1",N
"40","10",213.346420139248,"45",SO
"40","10",33.3464201392476,"-1",NE
"40","11",227.881102337331,"45",SO
"40","11",47.881102337331,"-1",NE
"40","12",227.881102337331,"45",SO
"40","12",47.881102337331,"-1",NE
"40","13",218.442124606055,"45",SO
"40","13",38.4421246060545,"-1",NE
"40","14",209.003146880157,"45",SO
"40","14",29.0031468801573,"-1",NE
"40","15",209.003146880157,"45",SO
"40","15",29.0031468801573,"-1",NE
"40","16",209.003146874854,"45",SO
"40","16",29.0031468748541,"-1",NE
"41","1",28.6461157205306,"-1",NE
"41","1",208.646115720531,"-1",SO
"41","2",28.6461157147731,"-1",NE
"41","2",208.646115714773,"-1",SO
"41","3",18.9654733331549,"-1",N
"41","3",198.965473333155,"-1",S
"41","4",9.28483095729416,"-1",N
"41","4",189.284830957294,"-1",S
"41","5",3.6947887423982,"-1",N
"41","5",183.694788742398,"-1",S
"41","6",358.104746527499,"-1",N
"41","6",178.104746527499,"-1",S
"41","7",358.104746527499,"-1",N
"41","7",178.104746527499,"-1",S
"41","8",358.104746527499,"-1",N
"41","8",178.104746527499,"-1",S
"41","9",358.104746527499,"-1",N
"41","9",178.104746527499,"-1",S
"41","10",352.012545956988,"-1",N
"41","10",172.012545956988,"-1",S
"41","11",345.920345386453,"-1",N
"41","11",165.920345386453,"-1",S
"41","12",345.920345386453,"-1",N
"41","12",165.920345386453,"-1",S
"41","13",348.375429793958,"-1",N
"41","13",168.375429793958,"-1",S
"41","14",350.830514201463,"-1",N
"41","14",170.830514201463,"-1",S
"41","15",350.830514201463,"-1",N
"41","15",170.830514201463,"-1",S
"41","16",357.72910795218,"-1",N
"41","16",177.72910795218,"-1",S
"41","17",4.62770170291725,"-1",N
"41","17",184.627701702917,"-1",S
"41","18",12.4715099724928,"-1",N
"41","18",192.471509972493,"-1",S
"41","19",20.3153182421042,"-1",N
"41","19",200.315318242104,"-1",S
"41","20",15.5183415120896,"-1",N
"41","20",195.51834151209,"-1",S
"41","21",10.7213647820559,"-1",N
"41","21",190.721364782056,"-1",S
"41","22",5.22554027219826,"-1",N
"41","22",185.225540272198,"-1",S
"41","23",359.729715762324,"-1",N
"41","23",179.729715762324,"-1",S
"41","24",353.369371228069,"-1",N
"41","24",173.369371228069,"-1",S
"41","25",347.009026693787,"-1",N
"41","25",167.009026693787,"-1",S
"41","26",347.009026693787,"-1",N
"41","26",167.009026693787,"-1",S
"41","27",351.818507217401,"-1",N
"41","27",171.818507217401,"-1",S
"41","28",8.25481672228966,"-1",N
"41","28",188.25481672229,"-1",S
"41","29",19.8816457119769,"-1",N
"41","29",199.881645711977,"-1",S
"41","30",36.6918457873724,"-1",NE
"41","30",216.691845787372,"39",SO
"41","31",53.5020458497762,"-1",NE
"41","31",233.502045849776,"39",SO
"41","32",53.5020458497762,"-1",NE
"41","32",233.502045849776,"39",SO
"41","33",45.4499154925188,"-1",NE
"41","33",225.449915492519,"39",SO
"41","34",37.3977851307551,"-1",NE
"41","34",217.397785130755,"39",SO
"41","35",24.5343245636254,"-1",NE
"41","35",204.534324563625,"39",SO
"41","36",11.6708640041355,"-1",N
"41","36",191.670864004136,"-1",S
"41","37",11.6708640041355,"-1",N
"41","37",191.670864004136,"-1",S
"41","38",17.5283793103423,"-1",N
"41","38",197.528379310342,"39",S
"41","39",23.3858946192405,"-1",NE
"41","39",203.385894619241,"39",SO
"41","40",23.3858946192405,"-1",NE
"41","40",203.385894619241,"39",SO
"41","41",15.7215401076407,"-1",N
"41","41",195.721540107641,"39",S
"41","42",8.05718559100569,"-1",N
"41","42",188.057185591006,"39",S
"41","43",357.390420454242,"-1",N
"41","43",177.390420454242,"39",S
"41","44",346.723655322824,"-1",N
"41","44",166.723655322824,"-1",S
"41","45",346.723655322824,"-1",N
"41","45",166.723655322824,"39",S
"41","46",338.511692396324,"-1",N
"41","46",158.511692396324,"-1",S
"41","47",330.299729475181,"-1",NO
"41","47",150.299729475181,"-1",SE
"41","48",330.299729475181,"-1",NO
"41","48",150.299729475181,"-1",SE
"41","49",336.383912172072,"-1",NO
"41","49",156.383912172072,"39",SE
"41","50",342.468094868935,"-1",N
"41","50",162.468094868935,"39",S
"41","51",336.784364072721,"-1",NO
"41","51",156.784364072721,"39",SE
"41","52",331.100633281593,"-1",NO
"41","52",151.100633281593,"39",SE
"41","53",331.100633281593,"-1",NO
"41","53",151.100633281593,"39",SE
"41","54",344.975814871764,"-1",N
"41","54",164.975814871764,"39",S
"41","55",358.850996466992,"-1",N
"41","55",178.850996466992,"39",S
"41","56",5.60717282968,"-1",N
"41","56",185.60717282968,"39",S
"41","57",12.3633491860543,"-1",N
"41","57",192.363349186054,"39",S
"41","58",12.3633491860327,"-1",N
"41","58",192.363349186033,"39",S
"41","59",12.3633491860327,"-1",N
"41","59",192.363349186033,"39",S
"41","60",6.21348977649109,"-1",N
"41","60",186.213489776491,"39",S
"41","61",0.0636303670203233,"-1",N
"41","61",180.06363036702,"39",S
"41","62",0.0636303670203233,"-1",N
"41","62",180.06363036702,"39",S
"41","63",0.0636303732421766,"-1",N
"41","63",180.063630373242,"39",S
"41","64",0.0636303732421766,"-1",N
"41","64",180.063630373242,"39",S
"41","65",0.0636303670203233,"-1",N
"41","65",180.06363036702,"39",S
"41","66",0.0636303670203233,"-1",N
"41","66",180.06363036702,"39",S
"41","67",353.103572896293,"-1",N
"41","67",173.103572896293,"39",S
"41","68",346.143515419365,"-1",N
"41","68",166.143515419365,"39",S
"41","69",346.143515413689,"-1",N
"41","69",166.143515413689,"39",S
"41","70",346.143515413667,"-1",N
"41","70",166.143515413667,"39",S
"41","71",346.143515419365,"-1",N
"41","71",166.143515419365,"39",S
"41","72",346.143515419365,"-1",N
"41","72",166.143515419365,"39",S
"41","73",340.169207622295,"-1",N
"41","73",160.169207622295,"39",S
"41","74",334.194899825297,"-1",NO
"41","74",154.194899825297,"39",SE
"41","75",334.194899825297,"-1",NO
"41","75",154.194899825297,"39",SE
"41","76",330.287493328491,"-1",NO
"41","76",150.287493328491,"39",SE
"41","77",326.380086837225,"-1",NO
"41","77",146.380086837225,"39",SE
"41","78",326.380086837225,"-1",NO
"41","78",146.380086837225,"39",SE
"41","79",338.082972202999,"-1",N
"41","79",158.082972202999,"39",S
"41","80",349.785857564428,"-1",N
"41","80",169.785857564428,"39",S
"41","81",0.0377772219363806,"-1",N
"41","81",180.037777221936,"39",S
"41","82",10.2896968822688,"-1",N
"41","82",190.289696882269,"39",S
"41","83",17.2726261648564,"-1",N
